sample,fastq_1,fastq_2
ERR10768196,/data/home/gleison.azevedo/IC/Projeto1-mitGenome/genome_assembly/raw/ERR10768196_Illumina_NovaSeq_6000_paired_end_sequencing_1.fastq.gz,/data/home/gleison.azevedo/IC/Projeto1-mitGenome/genome_assembly/raw/ERR10768196_Illumina_NovaSeq_6000_paired_end_sequencing_2.fastq.gz
